layer,sample_idx,mse
layers.8.mlp.up_proj,6,0.10187944024801254
layers.8.mlp.up_proj,7,0.10694440454244614
layers.8.mlp.down_proj,0,0.001285303384065628
layers.8.mlp.down_proj,1,0.00950777716934681
layers.8.mlp.down_proj,2,0.012134443037211895
layers.8.mlp.down_proj,3,0.013034867122769356
layers.8.mlp.down_proj,4,0.01461095828562975
layers.8.mlp.down_proj,5,0.014614760875701904
layers.8.mlp.down_proj,6,0.014271935448050499
layers.8.mlp.down_proj,7,0.01582426391541958
layers.9.self_attn.q_proj,0,0.04347066953778267
layers.9.self_attn.q_proj,1,0.4928484857082367
layers.9.self_attn.q_proj,2,0.6963711977005005
layers.9.self_attn.q_proj,3,0.7726234197616577
layers.9.self_attn.q_proj,4,0.8460914492607117
layers.9.self_attn.q_proj,5,0.8003679513931274
layers.9.self_attn.q_proj,6,0.9036518335342407
layers.9.self_attn.q_proj,7,0.9229885935783386
layers.9.self_attn.k_proj,0,0.04908611625432968
layers.9.self_attn.k_proj,1,0.6695070862770081
layers.9.self_attn.k_proj,2,0.982632040977478
layers.9.self_attn.k_proj,3,1.001051902770996
layers.9.self_attn.k_proj,4,1.1370196342468262
layers.9.self_attn.k_proj,5,1.0782067775726318
layers.9.self_attn.k_proj,6,1.2240432500839233
layers.9.self_attn.k_proj,7,1.2799875736236572
layers.9.self_attn.v_proj,0,0.012297271750867367
layers.9.self_attn.v_proj,1,0.12101708352565765
layers.9.self_attn.v_proj,2,0.17625343799591064
layers.9.self_attn.v_proj,3,0.18422994017601013
layers.9.self_attn.v_proj,4,0.19912627339363098
layers.9.self_attn.v_proj,5,0.1985866278409958
layers.9.self_attn.v_proj,6,0.2037672996520996
layers.9.self_attn.v_proj,7,0.2277737557888031
layers.9.self_attn.o_proj,0,0.0003727343864738941
layers.9.self_attn.o_proj,1,0.002609268296509981
layers.9.self_attn.o_proj,2,0.004601431544870138
layers.9.self_attn.o_proj,3,0.006294666323810816
layers.9.self_attn.o_proj,4,0.007016277406364679
layers.9.self_attn.o_proj,5,0.007738575339317322
layers.9.self_attn.o_proj,6,0.007677681744098663
layers.9.self_attn.o_proj,7,0.00793428160250187
layers.9.mlp.gate_proj,0,0.008822905831038952
