layer,sample_idx,mse
layers.26.self_attn.q_proj,0,0.09517936408519745
layers.26.self_attn.k_proj,0,0.10249003022909164
layers.26.self_attn.v_proj,0,0.07307697832584381
layers.26.self_attn.o_proj,0,0.004059364553540945
layers.26.mlp.gate_proj,0,0.04174921661615372
layers.26.mlp.up_proj,0,0.03415541723370552
layers.26.mlp.down_proj,0,0.013419518247246742
layers.27.self_attn.q_proj,0,0.09866153448820114
layers.27.self_attn.k_proj,0,0.10026345402002335
layers.27.self_attn.v_proj,0,0.06543676555156708
layers.27.self_attn.o_proj,0,0.002537064952775836
layers.27.mlp.gate_proj,0,0.044280122965574265
layers.27.mlp.up_proj,0,0.03661200404167175
layers.27.mlp.down_proj,0,0.01571524329483509
layers.28.self_attn.q_proj,0,0.10152766108512878
layers.28.self_attn.k_proj,0,0.10345084220170975
layers.28.self_attn.v_proj,0,0.07535494118928909
layers.28.self_attn.o_proj,0,0.0034713412169367075
layers.28.mlp.gate_proj,0,0.047218214720487595
layers.28.mlp.up_proj,0,0.0401853509247303
layers.28.mlp.down_proj,0,0.018459228798747063
layers.29.self_attn.q_proj,0,0.09096351265907288
layers.29.self_attn.k_proj,0,0.09522656351327896
layers.29.self_attn.v_proj,0,0.0734122097492218
layers.29.self_attn.o_proj,0,0.00443531759083271
layers.29.mlp.gate_proj,0,0.050043635070323944
layers.29.mlp.up_proj,0,0.04358971491456032
layers.29.mlp.down_proj,0,0.026953985914587975
layers.30.self_attn.q_proj,0,0.09583783894777298
layers.30.self_attn.k_proj,0,0.10057393461465836
layers.30.self_attn.v_proj,0,0.07938133180141449
layers.30.self_attn.o_proj,0,0.005707164760679007
layers.30.mlp.gate_proj,0,0.07911384850740433
layers.30.mlp.up_proj,0,0.0744398757815361
layers.30.mlp.down_proj,0,2.727172613143921
layers.31.self_attn.q_proj,0,0.08729970455169678
layers.31.self_attn.k_proj,0,0.09618169814348221
layers.31.self_attn.v_proj,0,0.05340877175331116
layers.31.self_attn.o_proj,0,0.08014853298664093
layers.31.mlp.gate_proj,0,0.06413024663925171
layers.31.mlp.up_proj,0,0.05821169167757034
layers.31.mlp.down_proj,0,0.28069037199020386
block_0,0,1.622668787604198e-05
block_1,0,0.023525912314653397
block_2,0,0.023724017664790154
block_3,0,0.02386820688843727
block_4,0,0.024482417851686478
block_5,0,0.024882107973098755
block_6,0,0.025382401421666145
block_7,0,0.02617117390036583
block_8,0,0.02740393951535225
block_9,0,0.029215019196271896
block_10,0,0.03075668215751648
block_11,0,0.032250870019197464
block_12,0,0.034274984151124954
block_13,0,0.03761490061879158
block_14,0,0.04167715087532997
